Data_Registro;Sexo;Media_Atual;Ano_Anterior;Faculdade_Categoria;Media_2023;Status_Alojamento_2023;Subsidio_2023;Bolsa_Estudo_2023;Horas_Estudo_Adicionais;Frequencia_Festa;Consumo_Alcool;Aulas_Faltas_Alcool;Modulos_Reprovados;Relacionamento_Romantico;Aprovacao_Pais_Alcool;Relacionamento_Pais;Timestamp_Date;Timestamp_Time;AVG_Studying_Hours;AVG_Consumo_Alcool
2024/03/11 2:07:20 pm EET;Female;80;3rd Year;Law;75;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;8;Only weekends;1-3;1;1;No;No;"Fair";2024-03-11;14:07:20.0000000;8;2
2024/03/11 2:07:27 pm EET;Female;76;;Science;;Private accommodation/ stay with family/friends;;No;3-5;1;3-5;0;0;No;Yes;"Very close";2024-03-11;14:07:27.0000000;4;4
2024/03/11 2:07:33 pm EET;Male;75;1st Year;Science;63;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;Only weekends;3-5;0;0;No;Yes;"Very close";2024-03-11;14:07:33.0000000;4;4
2024/03/11 2:07:35 pm EET;Male;68;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;3-5;3;8;0;0;Yes;Yes;"Very close";2024-03-11;14:07:35.0000000;4;8
2024/03/11 2:07:50 pm EET;Male;76;1st Year;Science;56;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;0;0;0;1;No;Yes;"Very close";2024-03-11;14:07:50.0000000;2;0
2024/03/11 2:08:39 pm EET;Female;82;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;;No;5-8;Only weekends;1-3;0;0;Yes;Yes;"Very close";2024-03-11;14:08:39.0000000;6,5;2
2024/03/11 2:09:11 pm EET;Female;83;1st Year;Arts & Social Sciences;61;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;3;3-5;0;0;No;Yes;"Very close";2024-03-11;14:09:11.0000000;8;4
2024/03/11 2:09:53 pm EET;Male;80;1st Year;Arts & Social Sciences;74;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;2;5-8;1;0;Yes;Yes;"Very close";2024-03-11;14:09:53.0000000;4;6,5
2024/03/11 2:09:56 pm EET;Male;78;;Science;;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;1-3;4;3-5;3;0;Yes;Yes;"Very close";2024-03-11;14:09:56.0000000;2;4
2024/03/11 2:10:29 pm EET;Female;70;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;Only weekends;3-5;0;0;No;Yes;"Close";2024-03-11;14:10:29.0000000;8;4
2024/03/11 2:11:49 pm EET;Male;86;2nd Year;Economic & Management Sciences;69;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;2;8;2;0;Yes;Yes;"Very close";2024-03-11;14:11:49.0000000;2;8
2024/03/11 2:13:26 pm EET;Female;72;;Education;;Private accommodation/ stay with family/friends;;No;8;Only weekends;3-5;0;0;Yes;Yes;"Very close";2024-03-11;14:13:26.0000000;8;4
2024/03/11 2:14:19 pm EET;Female;88;;Law;;;R 4001- R 5000;No;1-3;3;8;2;0;No;Yes;"Close";2024-03-11;14:14:19.0000000;2;8
2024/03/11 2:14:58 pm EET;Female;91.21;;Science;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;1;1-3;3;0;No;Yes;"Very close";2024-03-11;14:14:58.0000000;2;2
2024/03/11 2:16:10 pm EET;Female;85;1st Year;Medicine and Health Services;60;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;2;3-5;3;0;Yes;Yes;"Very close";2024-03-11;14:16:10.0000000;2;4
2024/03/11 2:17:24 pm EET;Male;79;1st Year;Economic & Management Sciences;83;Private accommodation/ stay with family/friends;R 7001 - R 8000;No;8;3;1-3;0;0;Yes;Yes;"Very close";2024-03-11;14:17:24.0000000;8;2
2024/03/11 2:17:42 pm EET;Male;70;2nd Year;Economic & Management Sciences;56;Private accommodation/ stay with family/friends;R 8000+;No;3-5;4;8;2;3;No;Yes;"Very close";2024-03-11;14:17:42.0000000;4;8
2024/03/11 2:19:21 pm EET;Male;68;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 6001 - R 7000;Yes (NSFAS, etc...);5-8;3;3-5;1;0;No;Yes;"Very close";2024-03-11;14:19:21.0000000;6,5;4
2024/03/11 2:39:34 pm EET;Female;75;1st Year;Arts & Social Sciences;65;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;Only weekends;3-5;0;2;Yes;Yes;"Very close";2024-03-11;14:39:34.0000000;2;4
2024/03/11 2:49:54 pm EET;Female;78;2nd Year;Medicine and Health Services;79;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;1-3;1;1-3;0;0;Yes;Yes;"Very close";2024-03-11;14:49:54.0000000;2;2
2024/03/11 2:51:31 pm EET;Female;76;;Arts & Social Sciences;;;R 6001 - R 7000;;3-5;1;0;0;0;Yes;Yes;"Very close";2024-03-11;14:51:31.0000000;4;0
2024/03/11 2:56:07 pm EET;Male;76;2nd Year;Economic & Management Sciences;64;Private accommodation/ stay with family/friends;R 4001- R 5000;No;3-5;1;5-8;1;1;No;Yes;"Very close";2024-03-11;14:56:07.0000000;4;6,5
2024/03/11 2:59:36 pm EET;Male;76;2nd Year;Economic & Management Sciences;57;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;1;1-3;0;0;No;Yes;"Very close";2024-03-11;14:59:36.0000000;8;2
2024/03/11 3:00:04 pm EET;Female;85;1st Year;Economic & Management Sciences;58;Private accommodation/ stay with family/friends;R 8000+;No;1-3;3;3-5;2;0;Yes;Yes;"Close";2024-03-11;15:00:04.0000000;2;4
2024/03/11 3:08:15 pm EET;Male;96;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;8;Only weekends;0;0;0;No;No;"Very close";2024-03-11;15:08:15.0000000;8;0
2024/03/11 3:12:20 pm EET;Female;86;1st Year;Science;71;Private accommodation/ stay with family/friends;R 4001- R 5000;No;8;1;0;0;0;Yes;Yes;"Very close";2024-03-11;15:12:20.0000000;8;0
2024/03/11 3:52:53 pm EET;Male;78;3rd Year;Law;66;Private accommodation/ stay with family/friends;R 4001- R 5000;No;0;1;1-3;1;0;Yes;Yes;"Close";2024-03-11;15:52:53.0000000;0;2
2024/03/11 3:53:40 pm EET;Male;75;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;1-3;2;8;4;0;Yes;Yes;"Very close";2024-03-11;15:53:40.0000000;2;8
2024/03/11 3:55:29 pm EET;Male;74;;Science;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;0;0;0;0;No;Yes;"Very close";2024-03-11;15:55:29.0000000;2;0
2024/03/11 4:11:36 pm EET;Male;75;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;3-5;1;1-3;0;0;Yes;Yes;"Fair";2024-03-11;16:11:36.0000000;4;2
2024/03/11 4:16:20 pm EET;Male;64;1st Year;Economic & Management Sciences;70;Private accommodation/ stay with family/friends;R 8000+;No;0;4;8;0;1;Yes;Yes;"Very close";2024-03-11;16:16:20.0000000;0;8
2024/03/11 4:16:58 pm EET;Female;78;1st Year;Economic & Management Sciences;51;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;2;5-8;1;0;No;Yes;"Close";2024-03-11;16:16:58.0000000;2;6,5
2024/03/11 4:26:13 pm EET;Male;76;1st Year;Science;58;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;1-3;2;8;1;1;No;Yes;"Close";2024-03-11;16:26:13.0000000;2;8
2024/03/11 4:40:28 pm EET;Male;75;2nd Year;Economic & Management Sciences;80;Private accommodation/ stay with family/friends;R 8000+;No;0;4;8;4;0;No;No;"Very close";2024-03-11;16:40:28.0000000;0;8
2024/03/11 4:41:08 pm EET;Female;78;2nd Year;Medicine and Health Services;74;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;Only weekends;1-3;0;0;No;Yes;"Very close";2024-03-11;16:41:08.0000000;2;2
2024/03/11 5:11:29 pm EET;Male;86;1st Year;Economic & Management Sciences;70;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;2;3-5;2;0;Yes;Yes;"Fair";2024-03-11;17:11:29.0000000;6,5;4
2024/03/11 5:45:20 pm EET;Female;74;2nd Year;Economic & Management Sciences;60;Private accommodation/ stay with family/friends;R 6001 - R 7000;No;5-8;Only weekends;1-3;0;3;No;No;"Close";2024-03-11;17:45:20.0000000;6,5;2
2024/03/11 6:06:08 pm EET;Female;;;Engineering;;Private accommodation/ stay with family/friends;;No;3-5;Only weekends;1-3;0;0;No;Yes;"Very close";2024-03-11;18:06:08.0000000;4;2
2024/03/11 7:41:43 pm EET;Male;85;;Arts & Social Sciences;;;R 5001 - R 6000;No;3-5;Only weekends;3-5;0;0;No;Yes;"Very close";2024-03-11;19:41:43.0000000;4;4
2024/03/12 11:05:33 am EET;Female;74;;Science;;Private accommodation/ stay with family/friends;;No;3-5;3;1-3;0;0;No;Yes;"Close";2024-03-12;11:05:33.0000000;4;2
2024/03/12 3:26:14 pm EET;Female;73;2nd Year;Economic & Management Sciences;58;Private accommodation/ stay with family/friends;R 6001 - R 7000;Yes (NSFAS, etc...);5-8;1;8;0;0;Yes;Yes;"Very close";2024-03-12;15:26:14.0000000;6,5;8
2024/03/13 10:32:19 pm EET;Female;86;1st Year;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;5-8;2;3-5;1;0;No;Yes;"Very close";2024-03-13;10:32:19.0000000;6,5;4
2024/03/13 10:32:27 pm EET;Male;85;;Economic & Management Sciences;;Private accommodation/ stay with family/friends;R 4001- R 5000;No;1-3;4;5-8;4;0;No;Yes;"Close";2024-03-13;10:32:27.0000000;2;6,5
2024/03/16 10:30:36 pm EET;Female;80;1st Year;Economic & Management Sciences;63;Private accommodation/ stay with family/friends;R 5001 - R 6000;No;3-5;Only weekends;3-5;1;0;No;No;Close;2024-03-16;10:30:36.0000000;4;4
